Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Piece of Cake Inc.,33.81234481315489,-84.43037252326278,Cupcake Shop
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Hankook Taqueria,33.81144449101696,-84.43160027846834,Taco Place
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Atlanta Rocks! Indoor Climbing Gym,33.81110987653596,-84.42029237509969,Gym / Fitness Center
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Depalma's Porch,33.81149665316039,-84.42498909119668,Italian Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Second Self Beer Co,33.805417343122365,-84.43022496812992,Brewery
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,ssam burger,33.811954529400865,-84.42597134819997,Burger Joint
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,New Dragon,33.811078561733716,-84.4258152094655,Chinese Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Nail Spa Waxing,33.80993709330667,-84.4161458817102,Salon / Barbershop
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Fabricate Studios,33.80272210818558,-84.42093640467365,Arts & Crafts Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Crossfit North Atlanta,33.8016795,-84.4210515,Gym
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Patrick's Sub Shop,33.81124338567878,-84.42705134014919,Sandwich Place
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,K&G,33.802263824147516,-84.42750022382147,Men's Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Malaya,33.80992974955863,-84.41641808404029,Malay Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Cafe at Pharr - Westside,33.80687532013558,-84.4342503133847,Café
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Orangetheory Fitness,33.81017701485273,-84.41565070371988,Gym / Fitness Center
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Flying Biscuit Cafe,33.810823,-84.415545,Breakfast Spot
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Johnny's Pizza,33.807906632279234,-84.43457640127542,Pizza Place
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Underwood Hills Park,33.805388006229705,-84.41666007041931,Park
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Solar Dimensions Tanning,33.810024749487695,-84.41649545225897,Tanning Salon
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,The Defoor Centre,33.80151786621874,-84.41997280815805,Event Space
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Metrotainment Bakery,33.8063000075395,-84.43319533004608,Bakery
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,YoiYoi Steakhouse & Sushi,33.80989609114337,-84.41599172026307,Sushi Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Papa John's Pizza,33.811962,-84.42627,Pizza Place
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Atlanta School Of Burlesque,33.8021052846117,-84.42149195306222,Dance Studio
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,The Porch At Collier,33.81159103378965,-84.42497686976337,American Restaurant
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Gymnetics Fitness,33.807449,-84.4343,Gym / Fitness Center
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Shell,33.8136155581602,-84.42621826757257,Gas Station
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Feet Retreat Spa Massage,33.81026632373043,-84.41588075602628,Massage Studio
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,BP,33.80070717697336,-84.42558108977954,Gas Station
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Great Clips,33.81033565201812,-84.41621214151382,Salon / Barbershop
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Wells Fargo,33.801460199074334,-84.42228579017836,Bank
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Underwood Hills Neighborhood,33.81225022043178,-84.42379313190659,Plaza
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,D&K Suit City,33.80413808,-84.42761179,Men's Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Soiree Catering & Events,33.812436266138086,-84.42970103871889,Gourmet Shop
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Respire' Massage Therapy,33.80316815866206,-84.42759275436401,Massage Studio
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,2 High Studios,33.804023147628556,-84.42991083925361,General Entertainment
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Skylar Morgan Furniture And Design,33.803505,-84.429252,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,29Rooms,33.802977,-84.428339,Other Event
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Command Uniforms,33.803923,-84.430319,Clothing Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Relapse Theatre West,33.80296,-84.429386,Theater
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Revel Midtown,33.802333,-84.428233,Lounge
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Bold Monk Brewing Co.,33.80181304268544,-84.4264554977417,Brewery
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Tago Center International,33.80265,-84.42101,Event Service
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Shoe Depot,33.80183721133007,-84.42260840193424,Shoe Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,SIM Digital,33.803971999999995,-84.43242,Movie Theater
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Simmons Mattress Outlet,33.80345658501017,-84.43202999388313,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Ballard Designs,33.801544,-84.428746,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Rosing Painting & Wallcovering,33.80060252047737,-84.42479833858866,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,The Bass Mint,33.80317742646938,-84.4327246458824,Lounge
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Horizon Home Furniture,33.79999141,-84.42656227,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Bjork Studio,33.799935999999995,-84.425368,Furniture / Home Store
"Underwood Hills, Atlanta, GA",33.80848000000003,-84.42534999999998,Play 2 Grow,33.81021,-84.41522,Gym / Fitness Center
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Mexican Taqueria Acapulco,33.8135431843064,-84.46882289081115,Mexican Restaurant
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Waffle House,33.81078220273631,-84.47554976387435,Restaurant
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Family Dollar,33.810465,-84.475677,Discount Store
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Hollywood Pizza 911,33.813382100587354,-84.46919649839401,Pizza Place
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Family Corner Market,33.8133430480957,-84.4690933227539,Convenience Store
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Shell,33.811212,-84.47705400000001,Gas Station
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Bending Branch Yoga,33.81132207017007,-84.47536465477573,Tree
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Sacred Chill {West} Yoga Studio,33.811248,-84.475942,Yoga Studio
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,riverside two hole golf course,33.81839038469684,-84.47400308255035,Golf Course
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Jim Adams Farm + Table,33.810151,-84.476916,Café
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Bellwood Coffee,33.810237,-84.476993,Coffee Shop
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Spink-Collins Park,33.81336327174546,-84.4636343296954,Park
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,Boulders Plus Supply,33.807044,-84.471125,Construction & Landscaping
"Riverside, Atlanta, GA",33.81355000000008,-84.47131999999993,VOC Tennis,33.81270756038778,-84.47969951360085,Gym / Fitness Center
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Buckhead Gymnastics Center,33.81982389673573,-84.45413884713109,Gymnastics Gym
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Westside Pizza,33.81934436003306,-84.4520721938739,Pizza Place
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Publix,33.819666303723146,-84.45060154062435,Grocery Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Henri’s Bakery & Cafe,33.817859999999996,-84.44770600000001,Bakery
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,RaceTrac,33.820809000000004,-84.455421,Gas Station
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Tropical Smoothie Cafe,33.82039,-84.450992,Juice Bar
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Marco's Pizza,33.81899343213737,-84.46156161945389,Pizza Place
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Subway,33.82148070159281,-84.45605025532717,Sandwich Place
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Dollar Tree,33.820238,-84.454165,Discount Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Planet Smoothie,33.818902,-84.461619,Juice Bar
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Redbox,33.82020825033711,-84.45197834440769,Video Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,CVS pharmacy,33.82039074993566,-84.45192754642856,Pharmacy
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Kroger,33.81668477543417,-84.45020485866455,Supermarket
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,The UPS Store,33.818793,-84.449667,Shipping Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Wendy's,33.82038044631506,-84.45245145703666,Fast Food Restaurant
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Family Dollar,33.82125395830815,-84.4482077947016,Discount Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Two Dogs Bottle Shop,33.821583238804386,-84.45629744757491,Liquor Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Black Knight Martial Arts,33.81963602555354,-84.45432705042926,Martial Arts Dojo
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Chattahoochee River,33.82400050203003,-84.45782723035994,Scenic Lookout
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Top Dog,33.818794,-84.45334100000001,Gym / Fitness Center
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Bolton Academy,33.81773524272296,-84.45520795291795,Elementary School
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Treehouse Animal Clinic,33.820652466867784,-84.45077802942318,Pet Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Carniceria Ramirez,33.820671,-84.44993,Mexican Restaurant
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Adams Crossing Neighborhood Park,33.81613326748273,-84.45594607818359,Park
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Majik Market,33.819036,-84.461838,Convenience Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Sonny's Package Store,33.81829260283289,-84.44888862136358,Liquor Store
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,The Refinery,33.81708,-84.44871,Gym
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Westside Village,33.81745,-84.448271,Shopping Plaza
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,Yonder Yoga,33.816879,-84.44835,Yoga Studio
"Bolton, Atlanta, GA",33.82128000000006,-84.45581999999996,"Arrowhead Lock & Safe, Inc.",33.81765908086346,-84.44745877546313,Locksmith
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Souper Jenny,33.78898133228834,-84.42312074436998,Soup Place
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,X3 Sports - West Midtown,33.78889202654951,-84.42403113614772,Gym / Fitness Center
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Bone Garden Cantina,33.79365088103024,-84.42613559576002,Mexican Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Fitness Battalion Crossfit,33.78825540672823,-84.4178216902563,Gym
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Bacchanalia,33.79486523748264,-84.42735114116273,New American Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Twisted Soul Cookhouse & Pours,33.78907994858001,-84.4253458099587,Dessert Shop
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Lewis and Sheron Textiles,33.788777985132114,-84.41827431906923,Furniture / Home Store
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,MetroWest Gym,33.78917937697656,-84.42142972372106,Gym
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Star Provisions,33.79490509417771,-84.42735588359753,Gourmet Shop
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Steady Hand Beer Co.,33.79798388790243,-84.42475683963659,Brewery
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,The Whelan,33.789186249113015,-84.42624494496727,Gastropub
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Restaurant Depot,33.79571959170019,-84.42617232708325,Kitchen Supply Store
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Crossover Entertainment Group,33.78920688293245,-84.42484346990055,Performing Arts Venue
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Agavero Cantina,33.789098870290374,-84.42564010620117,Tex-Mex Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Tuza Taco,33.7968,-84.41583,Mexican Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,West Midtown Corner Tavern,33.78912673414772,-84.42625448766326,American Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Enterprise Rent-A-Car,33.79768426429683,-84.41639144720284,Rental Car Location
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,My Gym,33.78987464585341,-84.42510664701952,Gym
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Caffe Bella,33.789092,-84.425087,Café
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Atlanta Olive Oil Company,33.78912465580683,-84.42514195121086,Gourmet Shop
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,CherryLion Studios,33.796388,-84.417017,Art Gallery
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,crossover studios,33.78964466932822,-84.42679293520695,Concert Hall
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Cousins Maine Lobster Food Truck,33.794757101082716,-84.41442234172939,Food Truck
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Floral Park,33.79428085,-84.41362145,Flower Shop
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,big peach studios,33.796069,-84.414148,Film Studio
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Instead Of Flowers,33.791346999999995,-84.42926700000001,American Restaurant
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Take Away Cafe,33.79119669613072,-84.42927027394843,Sandwich Place
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Huff Rd & Marietta Blvd,33.78851,-84.428251,Intersection
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Re-inspiration Store,33.78767967224121,-84.41434074,Arts & Crafts Store
"Blandtown, Atlanta, GA",33.79210000000006,-84.42097999999999,Wireless Wizards,33.791378021240234,-84.42945861816406,Mobile Phone Shop
"Lincoln Homes, Atlanta, GA",33.800310000000025,-84.47742999999997,The Shack!,33.798274780752934,-84.48084722380726,Cocktail Bar
"Scotts Crossing, Atlanta, GA",33.803570000000036,-84.46784999999994,Westside Track And Field,33.804347,-84.462753,Track Stadium
"Scotts Crossing, Atlanta, GA",33.803570000000036,-84.46784999999994,Boulders Plus Supply,33.807044,-84.471125,Construction & Landscaping
"Scotts Crossing, Atlanta, GA",33.803570000000036,-84.46784999999994,Hollywood Court Community Center,33.799099,-84.47105400000001,Nightlife Spot
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Brian's Airplane Factory,33.793521,-84.448444,Toy / Game Store
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Free People,33.794633,-84.448772,Boutique
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Halo Brow Studio,33.7946333,-84.44877199999999,Spa
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Norfolk Southern Inman Yard,33.79678441483007,-84.44685726294125,Train
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Tom Larsen Landscaping,33.78565698134469,-84.44520950317383,Construction & Landscaping
"West Highlands, Atlanta, GA",33.79131000000007,-84.44814999999994,Norfolk Southern Inman Yard,33.79772588673325,-84.44824143750549,Train Station
"Rockdale, Atlanta, GA",33.78592000000003,-84.44432999999998,Tom Larsen Landscaping,33.78565698134469,-84.44520950317383,Construction & Landscaping
"Rockdale, Atlanta, GA",33.78592000000003,-84.44432999999998,The Danger Room,33.78997247283597,-84.44570888589358,Rock Club
"Rockdale, Atlanta, GA",33.78592000000003,-84.44432999999998,Proctor Creek Greenway at Johnson Rd,33.784235,-84.450018,Road
"Monroe Heights, Atlanta, GA",33.79577000000006,-84.48341999999997,The Shack!,33.798274780752934,-84.48084722380726,Cocktail Bar
"Brookview Heights, Atlanta, GA",33.78259000000003,-84.48317999999995,the Bank  on Bankhead,33.78070386634413,-84.48127760932324,Street Art
